ionIdx,ionMz,average intensity,mz difference,id,score,formula,ion,name
445,228.0432266,2044.886028,0.001599366,HMDB14847,38,C8H11N3O3S,-H(-),Lamivudine
445,228.0432266,2044.886028,-0.000149734,HMDB60675,10,C14H9NO,.Na/H-H(-),Carbamazepine iminoquinone
446,228.0658663,2435.102714,0.00074333,HMDB30195; HMDB37614,100,C13H11NO3,-H(-),gamma-Fagarine
447,228.0991489,2867.102895,-0.000165113,HMDB28739; HMDB29012,100,C9H15N3O4,-H(-),Asparaginyl-Proline
448,228.1250221,4642.629717,-0.000891863,HMDB13126,100,C11H19NO4,-H(-),Butenylcarnitine
449,228.1607922,2959.61027,-0.000269749,HMDB13267,100,C12H23NO3,-H(-),N-Decanoylglycine
450,229.0120901,1280.318842,-0.000221178,HMDB00618; HMDB00868; HMDB01489; HMDB01548; HMDB06534; HMDB11734; HMDB12195,100,C5H11O8P,-H(-),Pentose P
451,229.0721143,1200.300438,0.000976199,HMDB61143,100,C11H10N4O2,-H(-),Hydralazine pyruvate hydrazone
451,229.0721143,1200.300438,0.000780499,HMDB03219; HMDB29901; HMDB29935; HMDB29952,40,C7H14O7,.F(-),Sedoheptulose
452,229.0831811,5583.431079,-0.000188558,HMDB02335; HMDB28761; HMDB29013; HMDB29756; HMDB31701; HMDB39110,100,C9H14N2O5,-H(-),Aspartyl-L-proline
452,229.0831811,5583.431079,0.000543864,HMDB03045,57,C9H15N3O2S,-H(-) [+1],Ergothioneine
453,229.144704,32769.72318,-0.000172777,HMDB00623; HMDB30143; HMDB41613; HMDB41614,100,C12H22O4,-H(-),Dodecanedioic acid
454,229.1566155,5202.438132,-0.000853792,HMDB28920; HMDB28942; HMDB29130; HMDB29131,100,C11H22N2O3,-H(-),Isoleucyl-Valine
455,229.1806685,4002.4003,0.00025493,HMDB36133,100,C13H26O3,-H(-),"3-[[5-Methyl-2-(1-methylethyl)cyclohexyl]oxy]-1,2-propanediol"
456,229.2171098,4341.492082,0.000190649,HMDB32246; HMDB38678,100,C14H30O2,-H(-),Dodecanal dimethyl acetal
457,230.0667228,7726.280661,0.000278262,HMDB01180,100,C9H13NO6,-H(-),N2-Succinyl-L-glutamic acid 5-semialdehyde
458,230.1037731,13746.26014,-0.00037955,HMDB00726; HMDB00953,100,C10H17NO5,-H(-),Isovalerylglutamic acid
459,230.114431,10233.63626,0.000193019,HMDB28744; HMDB29122,100,C9H17N3O4,-H(-),Asparaginyl-Valine
460,231.0486153,698.8442134,-9.84E-05,HMDB31070,100,C13H12O2S,-H(-),"(2E,11Z)-5-[5-(Methylthio)-4-penten-2-ynyl]-2-furanacrolein"
461,231.0872792,157783.4585,0.000138444,HMDB31640,100,C10H16O6,-H(-),Glycerol 1-propanoate diacetate
462,231.0989018,16141.1826,-0.00025368,HMDB01199; HMDB12161; HMDB28766; HMDB28873; HMDB29062; HMDB29123; HMDB29393,100,C9H16N2O5,-H(-),N2-Succinyl-L-ornithine
463,231.1349128,7724.707261,0.000112249,HMDB13075; HMDB28917; HMDB28939; HMDB29064; HMDB29065,100,C10H20N2O4,-H(-),Spermic acid 2
464,231.1755447,2209.827282,-9.91E-05,HMDB29704,100,C16H24O,-H(-),"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one"
465,232.0839784,700.4794607,-0.000451816,HMDB35923,100,C10H19NOS2,-H(-),Hirsutin
465,232.0839784,700.4794607,0.000921475,HMDB60324,80,C17H12O,-H(-) [+1],1-Methoxypyrene
466,232.0939945,525.594146,-0.000107192,HMDB28741; HMDB28806; HMDB29037; HMDB29053; HMDB29056; HMDB29158,100,C8H15N3O5,-H(-),Asparaginyl-Threonine
467,232.1200325,392.4013996,-0.000983452,HMDB13125,100,C10H19NO5,-H(-),Hydroxypropionylcarnitine
468,232.1292486,8092.95384,0.001030891,HMDB28960; HMDB29044; HMDB29447,95,C9H19N3O4,-H(-),Lysyl-Serine
469,233.0608592,1165.789383,-0.000709091,HMDB28776; HMDB28860,100,C8H14N2O4S,-H(-),Cysteinyl-Hydroxyproline
469,233.0608592,1165.789383,0.001080762,HMDB32018; HMDB32583; HMDB41807,35,C13H10O3,.F(-),Phenyl salicylate
470,233.0639214,516.2106088,0.000244727,HMDB32660,100,C13H14O2S,-H(-),"(2Z,4'Z)-2-(5-Methylthio-4-penten-2-ynylidene)-1,6-dioxaspiro[4.4]non-3-ene"
470,233.0639214,516.2106088,0.00080641,HMDB33349,59,C12H11NO4,-H(-) [+1],Casimiroin
471,233.0781486,1713.874875,-0.00023723,HMDB11169; HMDB28763; HMDB29057,100,C8H14N2O6,-H(-),L-beta-aspartyl-L-threonine
472,233.1547044,2433.990876,4.42E-06,HMDB30016; HMDB31349; HMDB32081; HMDB33252; HMDB33253; HMDB33960; HMDB34562; HMDB34742; HMDB34956; HMDB35202; HMDB35407; HMDB35408; HMDB35413; HMDB35639; HMDB35794; HMDB35869; HMDB35889; HMDB35935; HMDB36035; HMDB36390; HMDB36392; HMDB36427; HMDB36449; HMDB36466; HMDB36647; HMDB37038; HMDB37391; HMDB37640; HMDB37710; HMDB37739; HMDB38190; HMDB38198; HMDB38698; HMDB38795; HMDB38796; HMDB38914; HMDB39621; HMDB41036,100,C15H22O2,-H(-),Valerenic acid
473,233.1910457,12963.29842,4.02E-05,HMDB40179,100,C16H26O,-H(-),"2,6-Di-tert-butyl-4-ethylphenol"
474,233.9941397,7269.033699,-0.000349668,HMDB14427,100,C3H11NO7P2,-H(-),Pamidronate
475,234.076355,2081.655508,0.000817863,HMDB32776,100,C12H13NO4,-H(-),3-Oxo-carbofuran
476,234.1148167,13319.14949,-0.001259541,HMDB33610,66,C13H17NO3,-H(-),Pandamarilactam 3x
476,234.1148167,13319.14949,-0.000101165,HMDB13124,40,C10H17NO4,.F(-),Propenoylcarnitine
477,235.0311275,551.8615356,-0.002086287,HMDB33062; HMDB36372; HMDB36373; HMDB38968,17,C9H16OS3,-H(-),2-Propenyl 1-(2-propenylsulfinyl)propyl disulfide
478,235.0396688,18201.04801,-0.000255385,HMDB28750; HMDB28771,100,C7H12N2O5S,-H(-),Aspartyl-Cysteine
479,235.0613392,10377.38268,-0.000149979,HMDB30582; HMDB30858; HMDB33096; HMDB40407,100,C12H12O5,-H(-),Dillapional
480,235.0752185,7690.731643,0.00058716,HMDB28982; HMDB29045,100,C8H16N2O4S,-H(-),Methionyl-Serine
481,235.0983711,3690.553722,-0.000797583,HMDB37683; HMDB60564,100,C13H16O4,-H(-),Ethyl vanillin isobutyrate
482,235.1355207,3550.18766,-0.001548524,HMDB34462; HMDB40778,41,C14H20O3,-H(-),Heptyl 4-hydroxybenzoate
482,235.1355207,3550.18766,-0.000404115,HMDB00888; HMDB37137,40,C11H20O4,.F(-),Undecanedioic acid
483,235.1699038,22214.71525,0.000445353,HMDB02352; HMDB30891; HMDB30916; HMDB30920; HMDB31348; HMDB32048; HMDB32292; HMDB32681; HMDB33083; HMDB33104; HMDB34714; HMDB34722; HMDB35032; HMDB35040; HMDB35127; HMDB35147; HMDB35301; HMDB35648; HMDB35827; HMDB36446; HMDB36549; HMDB36668; HMDB36680; HMDB36687; HMDB37393; HMDB37906; HMDB38027; HMDB38122; HMDB38144; HMDB38178; HMDB39525; HMDB39688; HMDB40712,100,C15H24O2,-H(-),Capsidiol
484,236.0227402,426264.2686,0.000681678,HMDB29418,100,C7H11NO6S,-H(-),S-Cysteinosuccinic acid
484,236.0227402,426264.2686,0.000834607,HMDB15021,57,C6H8N2O8,-H(-) [+1],Isosorbide Dinitrate
485,236.0554503,20447.58043,0.00098748,HMDB34251; HMDB38942,100,C11H11NO5,-H(-),N-Benzoylaspartic acid
486,236.0780834,39320.64557,-0.000507696,HMDB37848; HMDB60278,100,C8H15NO7,-H(-),N-(1-Deoxy-1-fructosyl)glycine
486,236.0780834,39320.64557,0.000362055,HMDB13639,100,C9H19NO2S2,-H(-),8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid
486,236.0780834,39320.64557,0.000835077,HMDB00238; HMDB00468; HMDB00633; HMDB00817; HMDB01195; HMDB02263; HMDB29928,100,C9H11N5O3,-H(-),Sepiapterin
486,236.0780834,39320.64557,0.000346796,HMDB28982; HMDB29045,58,C8H16N2O4S,-H(-) [+1],Methionyl-Serine
487,237.0402241,5144.329305,0.000229979,HMDB39494,100,C11H10O6,-H(-),Benzoylmalic acid
488,237.0881934,2500.132462,-0.000122692,HMDB15084; HMDB28853; HMDB29105; HMDB29451; HMDB40988,100,C11H14N2O4,-H(-),Felbamate
488,237.0881934,2500.132462,0.001024748,HMDB03764; HMDB06248; HMDB28872; HMDB29040; HMDB36301,38,C8H14N2O5,.F(-),Glutamylalanine
489,237.0921277,985.1282274,-3.16E-05,HMDB29700; HMDB32585; HMDB40286,100,C16H14O2,-H(-),Cinnamyl benzoate
490,237.0979551,877.4325023,2.16E-05,HMDB33065,100,C9H18O7,-H(-),"(x)-1,2-Propanediol 1-O-b-D-glucopyranoside"
491,237.1143043,1958.879303,-0.001081645,HMDB33191; HMDB34046,88,C13H18O4,-H(-),"2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione"
491,237.1143043,1958.879303,7.55E-05,HMDB00350; HMDB00424,40,C10H18O5,.F(-),3-Hydroxysebacic acid
492,237.1495486,60401.03659,6.39E-05,HMDB38256,100,C14H22O3,-H(-),Geranyl acetoacetate
493,237.1859928,1274725.138,1.18E-05,HMDB29350; HMDB30428; HMDB31383; HMDB31384; HMDB32054; HMDB32209; HMDB32291; HMDB32343; HMDB33228; HMDB34673; HMDB35287; HMDB35887; HMDB36032; HMDB36730; HMDB36880; HMDB37195; HMDB37279; HMDB37284; HMDB38136; HMDB38138; HMDB38196; HMDB38197; HMDB38247; HMDB38248; HMDB38250; HMDB39130; HMDB39745; HMDB40273; HMDB40281; HMDB41589,100,C15H26O2,-H(-),Geranyl 3-methylbutanoate
494,237.2225365,135597.7422,-0.000154888,HMDB34181; HMDB37544; HMDB60482,100,C16H30O,-H(-),3-Methylcyclopentadecanone
495,238.0514596,85979.22443,-0.000499165,HMDB33757,100,C14H9NO3,-H(-),Marcanine A
495,238.0514596,85979.22443,0.000643135,HMDB39387; HMDB60426,40,C11H9NO4,.F(-),"Methyl 2,6-dihydroxy-4-quinolinecarboxylate"
496,238.0938658,28716.10922,-0.000634588,HMDB32293,100,C8H17NO7,-H(-),N-Gluconyl ethanolamine
496,238.0938658,28716.10922,0.000692927,HMDB00038; HMDB02065; HMDB02215; HMDB13031; HMDB13642,100,C9H13N5O3,-H(-),Dihydrobiopterin
496,238.0938658,28716.10922,0.001593195,HMDB29700; HMDB32585; HMDB40286,21,C16H14O2,-H(-) [+1],Cinnamyl benzoate
497,238.1453456,10995.76571,-0.000478652,HMDB01937; HMDB14366; HMDB30516; HMDB33454; HMDB41935,100,C13H21NO3,-H(-),Salbutamol
497,238.1453456,10995.76571,0.000665757,HMDB14563,40,C10H21NO4,.F(-),Miglustat
498,239.0168156,4104.148086,-0.000244603,HMDB00192,100,C6H12N2O4S2,-H(-),L-Cystine
499,239.0774222,821.9377437,-0.00018217,HMDB29954,100,C8H16O8,-H(-),D-glycero-L-galacto-Octulose
500,239.0919002,14147.77984,0.000587359,HMDB30254; HMDB38627; HMDB41756; HMDB61112,100,C12H16O5,-H(-),"3-(3,4,5-Trimethoxyphenyl)propanoic acid"
501,239.1078894,1920.050422,-0.000144076,HMDB30672; HMDB30722; HMDB30881; HMDB35009,100,C16H16O2,-H(-),Obtustyrene
501,239.1078894,1920.050422,0.000998224,HMDB32589; HMDB37492; HMDB40424,40,C13H16O3,.F(-),1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone
502,239.1150381,2533.923992,-7.84E-05,HMDB00194; HMDB00745; HMDB05769,100,C10H16N4O3,-H(-),Anserine
503,239.1652299,28542.85645,3.80E-05,HMDB32369,100,C14H24O3,-H(-),L-Menthyl acetoacetate
504,239.2018648,75366.91298,-0.000204644,HMDB29765; HMDB32347; HMDB34455; HMDB36426; HMDB37190; HMDB37211; HMDB37229; HMDB38954; HMDB39715; HMDB40997,100,C15H28O2,-H(-),C15:1
505,239.2382196,18018.98001,-0.000182449,HMDB01551; HMDB31052,100,C16H32O,-H(-),Palmitaldehyde
506,240.0516636,3535.530447,-0.000311694,HMDB37548; HMDB37549,100,C10H11NO6,-H(-),"2,4-Dihydroxy-6,7-dimethoxy-2H-1,4-benzoxazin-3(4H)-one"
507,240.0979109,2056.216441,0.001072815,HMDB02224; HMDB60750,89,C10H15N3O4,-H(-),5-Methyldeoxycytidine
507,240.0979109,2056.216441,-5.63E-05,HMDB01510,20,C13H18ClNO,-H(-) [+2],Bupropion
508,240.1607246,15488.96375,-0.000202181,HMDB38588,100,C13H23NO3,-H(-),Dioscoretine
509,240.9947433,15569.91291,-0.000632633,HMDB59620; HMDB60266,100,C6H11O6PS,-H(-),"5-(methylthio)-2,3-Dioxopentyl phosphate"
510,241.0122373,6918.646354,-0.000368436,HMDB01125,100,C6H11O8P,-H(-),Inositol cyclic phosphate
511,241.0718666,2106.740829,-0.000114089,HMDB38126; HMDB39136,100,C11H14O6,-H(-),Genipinic acid
512,241.1445321,677.8602134,-8.09E-07,HMDB30987; HMDB38736,100,C13H22O4,-H(-),2-Carboxy-4-dodecanolide
513,241.1810324,791.4795462,-0.000108945,HMDB10730; HMDB30982; HMDB32370,100,C14H26O3,-H(-),3-Oxotetradecanoic acid
514,241.2173637,717.7479628,-6.33E-05,HMDB00826; HMDB30469; HMDB32250; HMDB32328; HMDB36218; HMDB36220; HMDB37306; HMDB38907; HMDB40998; HMDB41588; HMDB59820; HMDB59833,100,C15H30O2,-H(-),C15:0
515,242.1399029,5250.84375,-0.000117163,HMDB02366,100,C12H21NO4,-H(-),Tiglylcarnitine
516,242.1763878,6826.236115,-0.000225101,HMDB13286,100,C13H25NO3,-H(-),N-Undecanoylglycine
517,242.878063,5528.619376,0.000673745,HMDB14858,6,CH4Cl2O6P2,-H(-),Clodronate
518,243.0328109,5805.121003,0.000448285,HMDB59983,100,C10H12O5S,-H(-),4-phenylbutanic acid-O-sulphate
519,243.0622991,18022.84325,-4.94E-05,HMDB00296; HMDB00767,100,C9H12N2O6,-H(-),Uridine
520,243.123889,3520.041314,-9.44E-05,HMDB32472,100,C12H20O5,-H(-),"Polyethylene, oxidized"
521,243.1601658,3444.271498,2.10E-05,HMDB02327; HMDB36141; HMDB37184,100,C13H24O4,-H(-),"1,11-Undecanedicarboxylic acid"
522,243.1722413,2170.140589,-0.000824086,HMDB28910; HMDB28911; HMDB28932; HMDB28933,100,C12H24N2O3,-H(-),Isoleucyl-Isoleucine
523,243.1965617,1953.845561,1.99E-06,HMDB02261; HMDB10731; HMDB32417; HMDB59850,100,C14H28O3,-H(-),2-Hydroxymyristic acid
524,244.1302965,1119.733316,-1.69E-05,HMDB28734; HMDB28735; HMDB28810; HMDB28902; HMDB28924; HMDB29125; HMDB29141; HMDB29162,100,C10H19N3O4,-H(-),Asparaginyl-Isoleucine
525,244.156026,5366.318503,-0.000599962,HMDB00378; HMDB00688; HMDB13128; HMDB41993,100,C12H23NO4,-H(-),2-Methylbutyroylcarnitine
526,244.1668419,3134.327844,-0.00017013,HMDB28964; HMDB29132,100,C11H23N3O3,-H(-),Lysyl-Valine
527,245.081022,5489.276211,0.000902281,HMDB30786; HMDB33914; HMDB34384; HMDB38473; HMDB39493,100,C14H14O4,-H(-),Marmesin
528,245.1144505,191.4048296,-0.000162141,HMDB11166; HMDB11172; HMDB28756; HMDB28757; HMDB28903; HMDB28925; HMDB59717,100,C10H18N2O5,-H(-),L-beta-aspartyl-L-leucine
529,245.1392682,358.0317279,0.000181856,HMDB00413; HMDB31696,100,C12H22O5,-H(-),3-Hydroxydodecanedioic acid
530,246.0987853,7983.317358,-0.000472961,HMDB02095; HMDB33699,100,C10H17NO6,-H(-),Malonylcarnitine
530,246.0987853,7983.317358,0.000503602,HMDB28981; HMDB29023,60,C10H18N2O3S,-H(-) [+1],Methionyl-Proline
531,246.1117368,10133.81717,-0.002193966,HMDB28807; HMDB29059; HMDB29075; HMDB29159,15,C9H17N3O5,-H(-),Glutaminyl-Threonine
531,246.1117368,10133.81717,-0.000576534,HMDB15009,10,C12H19NO3,.Na/H-H(-),Terbutaline
531,246.1117368,10133.81717,0.00088831,HMDB15146,9,C14H14N2O,.F(-) [+1],Metyrapone
532,246.1458641,3119.88716,7.09E-05,HMDB28961; HMDB29066,100,C10H21N3O4,-H(-),Lysyl-Threonine
533,247.0546715,5679.793812,-8.23E-06,HMDB14395; HMDB15599,100,C12H12N2O2S,-H(-),Dapsone
534,247.073291,11123.50578,-0.0008695,HMDB04185; HMDB60537; HMDB60826,100,C12H12N2O4,-H(-),5-Hydroxyindoleacetylglycine
534,247.073291,11123.50578,0.0002728,HMDB00012,40,C9H12N2O5,.F(-),Deoxyuridine
535,247.1184336,8221.525134,0.000279763,HMDB31876; HMDB33064,100,C11H20O6,-H(-),Prenyl glucoside
535,247.1184336,8221.525134,-0.001078269,HMDB37386,35,C12H20O2S,.F(-),(S)-Menthone 8-thioacetate
536,247.1337747,564.8037431,0.000197464,HMDB01931; HMDB30757; HMDB30888; HMDB30910; HMDB31378; HMDB31386; HMDB31387; HMDB31970; HMDB32649; HMDB33707; HMDB34123; HMDB35131; HMDB35132; HMDB35223; HMDB35503; HMDB35708; HMDB35903; HMDB36005; HMDB36040; HMDB36641; HMDB36770; HMDB36772; HMDB37022; HMDB37557; HMDB37800; HMDB38326; HMDB38794; HMDB39859,100,C15H20O3,-H(-),Gamma-CEHC
536,247.1337747,564.8037431,0.001341873,HMDB00933; HMDB30994,23,C12H20O4,.F(-),Traumatic acid
537,247.1704766,11150.71703,-0.000127453,HMDB32228; HMDB36221; HMDB36640; HMDB37713; HMDB37719,100,C16H24O2,-H(-),C16:4
538,247.2068889,4069.866073,-0.000147577,HMDB30932; HMDB41333; HMDB60512,100,C17H28O,-H(-),Avocadenofuran
538,247.2068889,4069.866073,0.000996832,HMDB00806; HMDB02221; HMDB31072; HMDB32318; HMDB32548; HMDB33788; HMDB34461; HMDB36216; HMDB37312; HMDB37495; HMDB38034; HMDB38969; HMDB59865,40,C14H28O2,.F(-),C14:0
539,248.0226513,2173.539574,0.000770619,HMDB02062,100,C8H11NO6S,-H(-),Norepinephrine sulfate
540,248.0715456,10108.7695,-0.00050063,HMDB28773; HMDB28789; HMDB28794; HMDB29146,100,C8H15N3O4S,-H(-),Cysteinyl-Glutamine
540,248.0715456,10108.7695,0.001292248,HMDB30195; HMDB37614,25,C13H11NO3,.F(-),gamma-Fagarine
541,248.1660665,5436.625476,-0.000462824,HMDB15004; HMDB60852; HMDB60997; HMDB61007,100,C15H23NO2,-H(-),Alprenolol
541,248.1660665,5436.625476,0.000681585,HMDB13267,40,C12H23NO3,.F(-),N-Decanoylglycine
542,248.9739161,13836.65294,0.000305453,HMDB60761,25,C7H7ClN2O4S,-H(-),4-Chloro-5-sulfamoylanthranilic acid
542,248.9739161,13836.65294,0.000244753,HMDB15045,5,C8H8N2O3S,.K/H-H(-),Zonisamide
543,249.0473384,2934.617642,-0.002177863,HMDB14503,15,C10H10N4O2S,-H(-),Sulfadiazine
544,249.0552906,87250.87639,-0.000221658,HMDB01049,100,C8H14N2O5S,-H(-),Gamma-Glutamylcysteine
545,249.0669276,9538.123986,1.65E-05,HMDB30227; HMDB41064,100,C15H10N2O2,-H(-),5-Methoxycanthin-6-one
546,249.0989153,4939.422634,-0.000938593,HMDB32353,100,C10H18O7,-H(-),Isopropyl citrate
547,249.113296,465.3945348,-7.33E-05,HMDB02012; HMDB32116; HMDB38804,100,C14H18O4,-H(-),Ubiquinone-1
548,249.185879,324.3017671,0.00012561,HMDB35293; HMDB37631; HMDB37712,100,C16H26O2,-H(-),C16:3
548,249.185879,324.3017671,-7.28E-05,HMDB41947,40,C11H24N3O2,.F(-),"N1,N8-Diacetylspermidine"
549,250.0711013,2443.671413,0.000985695,HMDB29355; HMDB39102; HMDB59747,100,C12H13NO5,-H(-),N-Phenylacetylaspartic acid
550,250.0932984,3338.632227,-6.72E-05,HMDB03254; HMDB38662,100,C9H17NO7,-H(-),Muramic acid
550,250.0932984,3338.632227,0.000833065,HMDB28983; HMDB29067,57,C9H18N2O4S,-H(-) [+1],Methionyl-Threonine
551,251.0499541,19779.30777,-0.00037671,HMDB13968; HMDB13969,100,C11H12N2O3S,-H(-),Hydroxyzileuton
552,251.070833,4202.732466,0.000528017,HMDB15257; HMDB33979,100,C16H12O3,-H(-),Anisindione
553,251.1043233,6332.743421,-0.000594004,HMDB13940; HMDB13941; HMDB28699; HMDB29004; HMDB29046; HMDB29098,100,C12H16N2O4,-H(-),3'-Hydroxyhexobarbital
553,251.1043233,6332.743421,0.000550405,HMDB01199; HMDB12161; HMDB28766; HMDB28873; HMDB29062; HMDB29123; HMDB29393,40,C9H16N2O5,.F(-),N2-Succinyl-L-ornithine
554,251.1074843,9170.354015,0.000261025,HMDB33317; HMDB35018; HMDB37707,100,C17H16O2,-H(-),"(1Z,4Z)-1,5-bis(4-hydroxyphenyl)-1,4-pentadiene"
555,251.129096,16728.08119,-0.00022031,HMDB33197; HMDB36047; HMDB59661,100,C14H20O4,-H(-),"2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione"
556,251.1651947,5160.838691,7.32E-05,HMDB30918; HMDB30919; HMDB32122; HMDB33149; HMDB34574; HMDB35309; HMDB35597; HMDB35613; HMDB35729; HMDB35767; HMDB36448; HMDB36663; HMDB37063; HMDB37969; HMDB38502; HMDB40685,100,C15H24O3,-H(-),1-Hydroxyepiacorone
557,251.2019443,15539.74247,-0.000284127,HMDB00477; HMDB29351; HMDB30429; HMDB31086; HMDB32340; HMDB37805; HMDB38255; HMDB39131,100,C16H28O2,-H(-),C16:2
558,252.0526204,7011.577906,-0.001268543,HMDB39506,65,C11H11NO6,-H(-),N-Salicyloylaspartic acid
558,252.0526204,7011.577906,-0.000252279,HMDB13968; HMDB13969,60,C11H12N2O3S,-H(-) [+1],Hydroxyzileuton
559,252.0868373,1908.736433,0.000898865,HMDB11716; HMDB41725,100,C12H15NO5,-H(-),N-Acetylvanilalanine
559,252.0868373,1908.736433,-0.001143976,HMDB14397; HMDB14914; HMDB38571; HMDB60651; HMDB60653; HMDB60658,21,C15H12N2O2,-H(-) [+1],Phenytoin
560,253.0366525,3627.330654,-0.000416361,HMDB36167,100,C12H14O2S2,-H(-),"Bis(2,5-dimethyl-3-furanyl) disulfide"
561,253.0503193,4780.136749,-0.000331519,HMDB04195,100,C7H14N2O6S,-H(-),5-L-Glutamyl-taurine
561,253.0503193,4780.136749,0.000306588,HMDB03312; HMDB30670; HMDB30699; HMDB30874; HMDB33153; HMDB36619,100,C15H10O4,-H(-),Daidzein
562,253.0871641,2891.158228,-0.00015387,HMDB15144; HMDB29687; HMDB32890; HMDB41873,100,C16H14O3,-H(-),Ketoprofen
562,253.0871641,2891.158228,0.00098843,HMDB30486; HMDB30648; HMDB33109; HMDB35712; HMDB40906; HMDB41005; HMDB41006,40,C13H14O4,.F(-),"(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran"
563,253.1232574,4053.128776,0.00013713,HMDB32058; HMDB32349,100,C17H18O2,-H(-),Isoeugenol benzyl ether
564,253.130399,43731.44691,0.000216215,HMDB05767; HMDB28898; HMDB29129; HMDB37180,100,C11H18N4O3,-H(-),Homoanserine
565,253.1802165,13669.37011,0.000706974,HMDB29604; HMDB35780; HMDB36053; HMDB36866; HMDB37197; HMDB40276,100,C15H26O3,-H(-),Lubiminol
566,253.2173562,3864.389074,-5.57E-05,HMDB02186; HMDB03229; HMDB10735; HMDB12328; HMDB31053; HMDB31145; HMDB31711; HMDB32638; HMDB33791; HMDB35877; HMDB37647; HMDB38958; HMDB41422; HMDB60082,100,C16H30O2,-H(-),Hypogeic acid
567,254.2485151,112631.2342,0.00041677,HMDB12273,100,C16H33NO,-H(-),Palmitic amide
568,255.1039506,5383.985309,-0.001291155,HMDB29539; HMDB34992; HMDB37686; HMDB41678,63,C16H16O3,-H(-),Xenognosin A
568,255.1039506,5383.985309,-0.000148855,HMDB37683; HMDB60564,40,C13H16O4,.F(-),Ethyl vanillin isobutyrate
569,255.1236885,1824.759394,0.000106047,HMDB31772; HMDB40352,100,C13H20O5,-H(-),"1-Methoxy-1-(2,4,5-trimethoxyphenyl)-2-propanol"
570,255.1602294,1463.26083,-4.27E-05,HMDB30993; HMDB36143,100,C14H24O4,-H(-),5-Nonyltetrahydro-2-oxo-3-furancarboxylic acid
571,255.1968236,636.4526517,-0.000259854,HMDB40904,100,C15H28O3,-H(-),Ipomeatetrahydrofuran
572,255.233155,193.6744749,-0.000199044,HMDB00220; HMDB02396; HMDB31068; HMDB32065; HMDB32249; HMDB32324; HMDB33166; HMDB34153; HMDB36210; HMDB60083,76,C16H32O2,-H(-),C16:0
573,256.0956855,3151.706899,-0.000134987,HMDB00086,100,C8H20NO6P,-H(-),Glycerophosphocholine
574,256.1555339,5672.845315,-0.000107895,HMDB13161,100,C13H23NO4,-H(-),2-Hexenoylcarnitine
575,256.1919608,2570.496542,-0.000157843,HMDB13272,100,C14H27NO3,-H(-),N-Lauroylglycine
576,257.0081729,1860.41468,-0.001389909,HMDB01127; HMDB01376,53,C6H11O9P,-H(-),6-Phosphonoglucono-D-lactone
576,257.0081729,1860.41468,-0.002174709,HMDB14456,15,C9H10N2O3S2,-H(-),Ethoxzolamide
577,257.0247381,5697.023509,0.000647339,HMDB15606,6,C11H12Cl2N2O,-H(-),Lofexidine
578,257.0463004,2350.849223,-0.000760354,HMDB15471; HMDB30831; HMDB30871; HMDB31760; HMDB31898; HMDB33088; HMDB33911; HMDB38677,100,C14H10O5,-H(-),Salsalate
578,257.0463004,2350.849223,0.000381946,HMDB39494,40,C11H10O6,.F(-),Benzoylmalic acid
579,257.078196,3414.230343,-0.000284671,HMDB00884; HMDB02331; HMDB04813,100,C10H14N2O6,-H(-),Ribothymidine
580,257.102123,3679.549276,0.000934878,HMDB32527,100,C12H18O6,-H(-),"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone"
580,257.102123,3679.549276,-0.000987729,HMDB14643,33,C15H15NO3,-H(-) [+1],Tolmetin
581,257.1140758,2871.711023,0.000212567,HMDB38614; HMDB38676,100,C11H18N2O5,-H(-),gamma-L-Glutamyl-L-pipecolic acid
582,257.1546658,8968.9603,2.78E-05,HMDB30431; HMDB33478; HMDB37645; HMDB37646; HMDB39107; HMDB39151; HMDB39152; HMDB39737,100,C17H22O2,-H(-),Linalyl benzoate
583,257.1758092,11515.54212,3.31E-05,HMDB00872; HMDB40429; HMDB41618; HMDB59946; HMDB59947,100,C14H26O4,-H(-),Tetradecanedioic acid
584,257.2119941,5347.499927,0.000225137,HMDB31061; HMDB59866,100,C15H30O3,-H(-),10-Hydroxymyristic acid methyl ester
585,258.0387854,6597.75224,-0.000363741,HMDB01109; HMDB01254; HMDB60436,100,C6H14NO8P,-H(-),Hexosamine P
586,258.0996741,1059.193898,-0.001376973,HMDB13134; HMDB32769,55,C11H17NO6,-H(-),Fumarycarnitine
586,258.0996741,1059.193898,-0.000217305,HMDB32293,40,C8H17NO7,.F(-),N-Gluconyl ethanolamine
586,258.0996741,1059.193898,0.001125469,HMDB00038; HMDB02065; HMDB02215; HMDB13031; HMDB13642,33,C9H13N5O3,.F(-),Dihydrobiopterin
586,258.0996741,1059.193898,-0.000430928,HMDB00982; HMDB39229,24,C10H15N3O5,-H(-) [+2],5-Methylcytidine
